/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_29_900.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_29_900.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_29_900.jpg,0,0,0,1.0591
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_29_976.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_29_976.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_29_976.jpg,0,0,0,1.050588
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_051.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_051.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_051.jpg,0,0,0,1.044249
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_125.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_125.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_125.jpg,0,0,0,1.035856
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_203.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_203.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_203.jpg,0,0,0,1.027532
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_278.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_278.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_278.jpg,0,0,0,1.019273
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_354.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_354.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_354.jpg,0,0,0,1.011081
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_427.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_427.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_427.jpg,0,0,0,1.004981
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_502.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_502.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_502.jpg,0,0,0,0.9969038
/home/gpu/Pictures/nvidia-cnn/data/IMG/center_2017_12_05_14_25_30_579.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/left_2017_12_05_14_25_30_579.jpg,/home/gpu/Pictures/nvidia-cnn/data/IMG/right_2017_12_05_14_25_30_579.jpg,0,0,0,0.9888918
